id,name,website,industry,description,logo_url,location,region,country,size,founded,tags,product_types,rss_feed_url,linkedin_url,twitter_handle,is_active,created_at,updated_at
260,G.M. Farms,,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:14.914Z,2025-12-26T18:43:14.914Z
261,GAAS,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:14.918Z,2025-12-26T18:43:14.918Z
262,Galliance,,Poultry,,,,Europe,France,,,"[""poultry"",""chicken"",""ducks"",""turkey""]","[""Chicken"",""Ducks"",""Turkey""]",,,,false,2025-12-26T18:43:14.922Z,2025-12-26T18:43:14.922Z
263,Galline Frais,,Poultry,,,,Europe,France,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:14.926Z,2025-12-26T18:43:14.926Z
264,Gemperle Family Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:14.930Z,2025-12-26T18:43:14.930Z
265,Gena Agropecuaria,,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:14.935Z,2025-12-26T18:43:14.935Z
266,George's Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:14.939Z,2025-12-26T18:43:14.939Z
267,Gerber's Poultry,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:14.943Z,2025-12-26T18:43:14.943Z
268,GFPT,,Poultry,,,,Asia,Thailand,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:14.947Z,2025-12-26T18:43:14.947Z
269,Giroux's Poultry Farm,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:14.951Z,2025-12-26T18:43:14.951Z
270,Global Eggs,,Poultry,,,,Europe,Luxembourg,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:14.954Z,2025-12-26T18:43:14.954Z
271,Global Eggs (U.S. Division),,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:14.957Z,2025-12-26T18:43:14.957Z
272,GNP Company,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:14.961Z,2025-12-26T18:43:14.961Z
273,Godrej Agrovet,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:14.971Z,2025-12-26T18:43:14.971Z
274,Golden Chicken,,Poultry,,,,Middle East,Saudi Arabia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:14.974Z,2025-12-26T18:43:14.974Z
275,Golden-Rod Broilers Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:14.977Z,2025-12-26T18:43:14.977Z
276,Gornet SA,,Poultry,,,,South America,Uruguay,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:14.981Z,2025-12-26T18:43:14.981Z
277,Gran Tijuca,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:14.984Z,2025-12-26T18:43:14.984Z
278,Granja Almeida,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:14.988Z,2025-12-26T18:43:14.988Z
279,Granja Avícola Arizona,,Poultry,,,,South America,Chile,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:14.991Z,2025-12-26T18:43:14.991Z
280,Granja Avícola del Campo S.R.L,,Poultry,,,,South America,Uruguay,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:14.994Z,2025-12-26T18:43:14.994Z
281,Granja Bailon,,Poultry,,,,Europe,Spain,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.002Z,2025-12-26T18:43:15.002Z
282,Granja Catalana,,Poultry,,,,Central America,El Salvador,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.006Z,2025-12-26T18:43:15.006Z
283,Granja Faria,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.009Z,2025-12-26T18:43:15.009Z
284,Granja Joselyn,,Poultry,,,,Caribbean,Dominican Republic,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.013Z,2025-12-26T18:43:15.013Z
285,Granja Kunitomo,,Poultry,,,,South America,Brazil,,,"[""poultry""]",,,,,false,2025-12-26T18:43:15.021Z,2025-12-26T18:43:15.021Z
286,Granja Mantiqueira,,Poultry,,,,South America,Brazil,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.026Z,2025-12-26T18:43:15.026Z
287,Granja Maxi Pollo,,Poultry,,,,South America,Venezuela,,,"[""poultry""]",,,,,false,2025-12-26T18:43:15.029Z,2025-12-26T18:43:15.029Z
288,Granja Pinilla,,Poultry,,,,Europe,Spain,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.032Z,2025-12-26T18:43:15.032Z
289,Granja San Miguel,,Poultry,,,,Europe,Spain,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.036Z,2025-12-26T18:43:15.036Z
290,Granja Sumaré,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.039Z,2025-12-26T18:43:15.039Z
291,Granja Tres Arroyos,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.053Z,2025-12-26T18:43:15.053Z
292,Granja Tres Arroyos Uruguay,,Poultry,,,,South America,Uruguay,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.056Z,2025-12-26T18:43:15.056Z
293,Granja Virgen Del Rosario,,Poultry,,,,Europe,Spain,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.059Z,2025-12-26T18:43:15.059Z
294,Granja Yabuta,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.062Z,2025-12-26T18:43:15.062Z
295,Granjas Avícolas Rancho Grande,,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.065Z,2025-12-26T18:43:15.065Z
296,Granjas Carnave,,Poultry,,,,South America,Argentina,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.069Z,2025-12-26T18:43:15.069Z
297,Granjas Kaki,,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.072Z,2025-12-26T18:43:15.072Z
298,Granjazul (Proavisa),,Poultry,,,,Central America,Guatemala,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.169Z,2025-12-26T18:43:15.169Z
299,Granjita El Progreso,,Poultry,,,,Central America,El Salvador,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.172Z,2025-12-26T18:43:15.172Z
300,Grenja Vciola del Camp S.R.L.,,Poultry,,,,South America,Uruguay,,,"[""poultry""]",,,,,false,2025-12-26T18:43:15.175Z,2025-12-26T18:43:15.175Z
301,Groupe Cocorette,,Poultry,,,,Europe,France,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.178Z,2025-12-26T18:43:15.178Z
302,Grupo Agropecuario Don Julio,,Poultry,,,,Caribbean,Dominican Republic,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.182Z,2025-12-26T18:43:15.182Z
303,Grupo Avícola Rujamar,,Poultry,,,,Europe,Spain,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.185Z,2025-12-26T18:43:15.185Z
304,Grupo Avimarca,,Poultry,,,,North America,Mexico,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.188Z,2025-12-26T18:43:15.188Z
305,Grupo Buenaventura,,Poultry,,,,North America,Mexico,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.191Z,2025-12-26T18:43:15.191Z
306,Grupo CAC,,Poultry,,,,Europe,Portugal,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.194Z,2025-12-26T18:43:15.194Z
307,Grupo Crío,,Poultry,,,,North America,Mexico,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.197Z,2025-12-26T18:43:15.197Z
308,Grupo Don Pollo,,Poultry,,,,South America,Peru,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.200Z,2025-12-26T18:43:15.200Z
309,Grupo Ebenezer,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.203Z,2025-12-26T18:43:15.203Z
310,Grupo El Tunal,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.206Z,2025-12-26T18:43:15.206Z
311,Grupo Huevos Guillén,,Poultry,,,,Europe,Spain,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.209Z,2025-12-26T18:43:15.209Z
312,Grupo Industrial El Granjero,,Poultry,,,,Central America,Nicaragua,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.214Z,2025-12-26T18:43:15.214Z
313,Grupo Katayama,,Poultry,,,,South America,Brazil,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.217Z,2025-12-26T18:43:15.217Z
314,Grupo La Caridad,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.220Z,2025-12-26T18:43:15.220Z
315,Grupo Melo,,Poultry,,,,Central America,Panama,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.223Z,2025-12-26T18:43:15.223Z
316,Grupo Motta (CALISA),,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.226Z,2025-12-26T18:43:15.226Z
317,Grupo MRB (Sr. Huevo),,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.229Z,2025-12-26T18:43:15.229Z
318,Grupo Oro,,Poultry,,,,South America,Ecuador,,,"[""poultry"",""table-eggs"",""turkey""]","[""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.233Z,2025-12-26T18:43:15.233Z
319,Grupo Pecuario San Antonio,,Poultry,,,,North America,Mexico,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.236Z,2025-12-26T18:43:15.236Z
320,Grupo Proa (Avicola Andina),,Poultry,,,,South America,Chile,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.239Z,2025-12-26T18:43:15.239Z
321,Grupo Sada,,Poultry,,,,Europe,Spain,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.243Z,2025-12-26T18:43:15.243Z
322,Grupo San Benito,,Poultry,,,,Central America,El Salvador,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.247Z,2025-12-26T18:43:15.247Z
323,Grupo Santa Elena,,Poultry,,,,South America,Peru,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.250Z,2025-12-26T18:43:15.250Z
324,Grupo Sierra Fértil (Velastegui),,Poultry,,,,South America,Ecuador,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.252Z,2025-12-26T18:43:15.252Z
325,Grupo Superalba,,Poultry,,,,Caribbean,Dominican Republic,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.255Z,2025-12-26T18:43:15.255Z
326,Grupo Vall Companys,,Poultry,,,,Europe,Spain,,,"[""poultry"",""chicken"",""ducks"",""turkey""]","[""Chicken"",""Ducks"",""Turkey""]",,,,false,2025-12-26T18:43:15.258Z,2025-12-26T18:43:15.258Z
327,Grupo VMR,,Poultry,,,,Europe,Spain,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.262Z,2025-12-26T18:43:15.262Z
328,Gruppo Veronesi,,Poultry,,,,Europe,Italy,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs"",""turkey""]","[""Chicken"",""Egg Products"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.265Z,2025-12-26T18:43:15.265Z
329,GTFoods Group,,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.269Z,2025-12-26T18:43:15.269Z
330,Guadalupe,,Poultry,,,,South America,Ecuador,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.272Z,2025-12-26T18:43:15.272Z
331,Guangdong Evergreen Feed Industry Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry""]",,,,,false,2025-12-26T18:43:15.274Z,2025-12-26T18:43:15.274Z
332,Guangdong Tiannong Food Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.278Z,2025-12-26T18:43:15.278Z
333,Guangdong Yihao Foodstuff Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.282Z,2025-12-26T18:43:15.282Z
334,Guangxi Jinling Farming And Animal Husbandry Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.285Z,2025-12-26T18:43:15.285Z
335,Guilin Liyuan,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks"",""table-eggs""]","[""Chicken"",""Ducks"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.288Z,2025-12-26T18:43:15.288Z
336,Guldfågeln AB,,Poultry,,,,Europe,Sweden,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.292Z,2025-12-26T18:43:15.292Z
337,Hamilton Eggs Holdings LLC,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.294Z,2025-12-26T18:43:15.294Z
338,Hammoudeh Group,,Poultry,,,,Middle East,Jordan,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.296Z,2025-12-26T18:43:15.296Z
339,Handsome Brook Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.299Z,2025-12-26T18:43:15.299Z
340,Hanwei Group,,Poultry,,,,Asia,China,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.302Z,2025-12-26T18:43:15.302Z
341,Harim Group,,Poultry,,,,Asia,South Korea,,,"[""poultry"",""chicken"",""ducks""]","[""Chicken"",""Ducks""]",,,,false,2025-12-26T18:43:15.305Z,2025-12-26T18:43:15.305Z
342,Harrison Poultry Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.309Z,2025-12-26T18:43:15.309Z
343,Hazeldene's,,Poultry,,,,Oceania,Australia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.312Z,2025-12-26T18:43:15.312Z
344,Hebei Jiuxing Food Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.316Z,2025-12-26T18:43:15.316Z
345,Hebei Luanping Huadu Foodstuff Co Ltd,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.319Z,2025-12-26T18:43:15.319Z
346,Heilongjiang Beisanxia Foods Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.322Z,2025-12-26T18:43:15.322Z
347,Henan Liujiang Ecological Animal Husbandry Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.326Z,2025-12-26T18:43:15.326Z
348,"Henan Shuanghui Investment & Development Co., Ltd.",,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.329Z,2025-12-26T18:43:15.329Z
349,"Henan Tianzhonghe Agriculture and Animal Husbandry Co., Ltd.",,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.332Z,2025-12-26T18:43:15.332Z
350,Herbruck's Poultry Ranch,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.335Z,2025-12-26T18:43:15.335Z
351,Heritage PMS/LaValle Egg Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.341Z,2025-12-26T18:43:15.341Z
352,Hertzfeld Poultry Farms Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.344Z,2025-12-26T18:43:15.344Z
353,"Hesheng Food Group Co., Ltd.",,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.347Z,2025-12-26T18:43:15.347Z
354,Hevo Group,,Poultry,,,,Europe,Spain,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.350Z,2025-12-26T18:43:15.350Z
355,Hidden Villa Ranch,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:15.353Z,2025-12-26T18:43:15.353Z
356,Hillside Poultry Farms Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.356Z,2025-12-26T18:43:15.356Z
357,HKFoods,,Poultry,,,,Europe,Finland,,,"[""poultry"",""chicken"",""ducks"",""turkey""]","[""Chicken"",""Ducks"",""Turkey""]",,,,false,2025-12-26T18:43:15.359Z,2025-12-26T18:43:15.359Z
358,Holmes Foods,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.363Z,2025-12-26T18:43:15.363Z
359,Houde Foods Co. Ltd,,Poultry,,,,Asia,China,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.367Z,2025-12-26T18:43:15.367Z
360,House of Raeford Farms Inc. (broiler),,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.370Z,2025-12-26T18:43:15.370Z
361,Huadu Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.375Z,2025-12-26T18:43:15.375Z
362,Huadu Yukou Poultry Industry,,Poultry,,,,Asia,China,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.378Z,2025-12-26T18:43:15.378Z
363,Huat Lai Resources Berhad,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.381Z,2025-12-26T18:43:15.381Z
364,Huawei Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.384Z,2025-12-26T18:43:15.384Z
365,Huaying Agricultural Development Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""ducks""]","[""Ducks""]",,,,false,2025-12-26T18:43:15.387Z,2025-12-26T18:43:15.387Z
366,Hubei Yuxiang Poultry Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.390Z,2025-12-26T18:43:15.390Z
367,Huevo Avícola Tehuacán,,Poultry,,,,North America,Mexico,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.393Z,2025-12-26T18:43:15.393Z
368,Huevos de Talca (Avícola Las Rastras),,Poultry,,,,South America,Chile,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.396Z,2025-12-26T18:43:15.396Z
369,Huevos Kikes,,Poultry,,,,South America,Colombia,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.399Z,2025-12-26T18:43:15.399Z
370,Huevos Santa Reyes,,Poultry,,,,South America,Colombia,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.403Z,2025-12-26T18:43:15.403Z
371,Hunan Xiangjia Animal Husbandry Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.406Z,2025-12-26T18:43:15.406Z
372,HyFresh,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.410Z,2025-12-26T18:43:15.410Z
373,Ianovo Granjas Avícolas,,Poultry,,,,South America,Uruguay,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.413Z,2025-12-26T18:43:15.413Z
374,IKO,,Poultry,,,,Europe,Poland,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.416Z,2025-12-26T18:43:15.416Z
375,Impulsora Agropecuaria Santa Rosa,,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.420Z,2025-12-26T18:43:15.420Z
376,Inacruz,,Poultry,,,,South America,Bolivia,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.423Z,2025-12-26T18:43:15.423Z
377,Inavih,,Poultry,,,,Central America,Honduras,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.427Z,2025-12-26T18:43:15.427Z
378,Indavisa,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.430Z,2025-12-26T18:43:15.430Z
379,Indian Broiler Group,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.434Z,2025-12-26T18:43:15.434Z
380,Industria Avikiri,,Poultry,,,,Central America,Costa Rica,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.438Z,2025-12-26T18:43:15.438Z
381,Industrias Pollos Premium 5.8,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.446Z,2025-12-26T18:43:15.446Z
382,Inghams Enterprises Pty. Ltd.,,Poultry,,,,Oceania,Australia,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.450Z,2025-12-26T18:43:15.450Z
383,"Inner Mongolia Runhaiyuan Industrial Co.,",,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.453Z,2025-12-26T18:43:15.453Z
384,Interovo Ibérica SL,,Poultry,,,,Europe,Spain,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.456Z,2025-12-26T18:43:15.456Z
385,Interpec San Marcos,,Poultry,,,,North America,Mexico,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.459Z,2025-12-26T18:43:15.459Z
386,Inveravica,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.463Z,2025-12-26T18:43:15.463Z
387,Iowa Cage Free,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:15.468Z,2025-12-26T18:43:15.468Z
388,Irvine's Zimbabwe,,Poultry,,,,Africa,Zimbabwe,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.471Z,2025-12-26T18:43:15.471Z
389,ISE America,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:15.475Z,2025-12-26T18:43:15.475Z
390,Ismailia-Misr Poultry Co.,,Poultry,,,,Africa,Egypt,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.481Z,2025-12-26T18:43:15.481Z
391,Italcol,,Poultry,,,,South America,Colombia,,,"[""poultry"",""table-eggs"",""turkey""]","[""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.486Z,2025-12-26T18:43:15.486Z
392,J.S. West Milling,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.490Z,2025-12-26T18:43:15.490Z
393,JA Zen-Noh,,Poultry,,,,Asia,Japan,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.493Z,2025-12-26T18:43:15.493Z
394,Jaguafrangos,,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.497Z,2025-12-26T18:43:15.497Z
